experiment_id,trial_id,case_id,speech_id,order,round,player_id,mbti,initial_role,final_role,chars,labels,mentions,stance_target,stance_direction,stance_strength,judge_criteria_version
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,e-20260830-010837-t001-c11-s009,9,2,p7,ENFP,werewolf,werewolf,75,claim|suspect|intent,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,e-20260830-010837-t001-c11-s010,10,2,p3,ENFP,villager,villager,124,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,e-20260830-010837-t001-c11-s011,11,2,p8,ENFP,werewolf,werewolf,86,agree|intent,p7,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,e-20260830-010837-t001-c11-s012,12,2,p4,ENFP,villager,villager,124,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,e-20260830-010837-t001-c11-s013,13,2,p1,ENFP,thief,thief,120,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s001,1,1,p1,ENTP,thief,thief,88,claim,p2,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s002,2,1,p2,ENTP,villager,villager,108,question|other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s003,3,1,p6,ENTP,villager,villager,86,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s004,4,1,p8,ENTP,werewolf,werewolf,73,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s005,5,1,p7,ENTP,werewolf,werewolf,73,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s006,6,1,p4,ENTP,villager,villager,98,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s007,7,1,p5,ENTP,seer,seer,99,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s008,8,1,p3,ENTP,villager,villager,107,suspect,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s009,9,2,p7,ENTP,werewolf,werewolf,99,question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s010,10,2,p3,ENTP,villager,villager,98,suspect|hypothesis,p7|p2,p2,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s011,11,2,p8,ENTP,werewolf,werewolf,94,claim|suspect,p7,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s012,12,2,p4,ENTP,villager,villager,107,other,p2|p5,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s013,13,2,p2,ENTP,villager,villager,150,claim|suspect,p1,p1,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,e-20260830-010837-t001-c12-s014,14,2,p1,ENTP,thief,thief,99,claim|intent,p2,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c13,e-20260830-010837-t001-c13-s001,1,1,p1,ESTJ,thief,thief,75,question,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c13,e-20260830-010837-t001-c13-s002,2,2,p1,ESTJ,thief,thief,109,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s001,1,1,p1,ESFJ,thief,thief,64,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s002,2,1,p2,ESFJ,villager,villager,72,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s003,3,1,p6,ESFJ,villager,villager,111,other,p1|p7,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s004,4,1,p8,ESFJ,werewolf,werewolf,90,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s005,5,1,p7,ESFJ,werewolf,werewolf,101,claim,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s006,6,1,p5,ESFJ,seer,seer,95,claim,p2|p6|p7,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s007,7,1,p3,ESFJ,villager,villager,58,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s008,8,2,p7,ESFJ,werewolf,werewolf,87,claim,p8,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s009,9,2,p3,ESFJ,villager,villager,58,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s010,10,2,p8,ESFJ,werewolf,werewolf,89,intent,p7,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s011,11,2,p1,ESFJ,thief,thief,75,claim,p2,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,e-20260830-010837-t001-c14-s012,12,2,p5,ESFJ,seer,seer,106,claim,p2,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s001,1,1,p1,ENFJ,thief,thief,64,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s002,2,1,p2,ENFJ,villager,villager,60,other,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s003,3,1,p8,ENFJ,werewolf,werewolf,63,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s004,4,1,p7,ENFJ,werewolf,werewolf,57,claim|question,p8,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s005,5,2,p7,ENFJ,werewolf,werewolf,65,claim|question|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s006,6,2,p8,ENFJ,werewolf,werewolf,98,claim|hypothesis,p7,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s007,7,2,p2,ENFJ,villager,villager,97,hypothesis|question,p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s008,8,2,p1,ENFJ,thief,thief,131,hypothesis|agree|intent,p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s009,9,2,p6,ENFJ,villager,villager,113,agree|suspect|hypothesis|intent,p8|p7,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s010,10,3,p6,ENFJ,villager,villager,96,question|hypothesis,p8|p7,p8,suspect,1,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s011,11,3,p5,ENFJ,seer,seer,121,agree|suspect|hypothesis|intent,p6|p7|p8,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s012,12,4,p3,ENFJ,villager,villager,73,agree|suspect|question,p5|p7|p8,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s013,13,4,p1,ENFJ,thief,thief,101,suspect|intent,p7|p8,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s014,14,4,p8,ENFJ,werewolf,werewolf,48,question,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,e-20260830-010837-t001-c15-s015,15,4,p5,ENFJ,seer,seer,97,defend,p7|p2,p7,defend,2,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c16,e-20260830-010837-t001-c16-s001,1,1,p1,ENTJ,thief,thief,45,question,,,,,v1
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c16,e-20260830-010837-t001-c16-s002,2,2,p1,ENTJ,thief,thief,86,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s001,1,1,p4,ISFJ,thief,thief,85,claim|question,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s002,2,1,p2,ENFP,villager,villager,74,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s003,3,1,p7,ISFJ,seer,seer,85,claim|defend|question,p3,p3,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s004,4,1,p5,ESTJ,werewolf,werewolf,50,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s005,5,1,p8,ENTJ,werewolf,werewolf,63,claim|intent|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s006,6,2,p8,ENTJ,werewolf,werewolf,71,claim|intent|question,p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s007,7,2,p4,ISFJ,thief,thief,86,claim|suspect|defend|question,p1|p7|p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s008,8,2,p5,ESTJ,werewolf,werewolf,62,claim|intent,p8,p8,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,e-20260830-010837-t002-c00-s009,9,2,p2,ENFP,villager,villager,79,question|other,p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s001,1,1,p4,ISTJ,thief,thief,60,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s002,2,1,p5,ISTJ,werewolf,werewolf,89,intent|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s003,3,1,p8,ISTJ,werewolf,werewolf,67,intent|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s004,4,1,p1,ISTJ,villager,villager,77,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s005,5,2,p1,ISTJ,villager,villager,93,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s006,6,2,p8,ISTJ,werewolf,werewolf,69,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s007,7,2,p4,ISTJ,thief,thief,97,intent,p1|p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s008,8,2,p5,ISTJ,werewolf,werewolf,107,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s009,9,2,p7,ISTJ,seer,seer,61,claim|defend,p3,p3,defend,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s010,10,3,p3,ISTJ,villager,villager,69,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s011,11,3,p7,ISTJ,seer,seer,63,claim|defend,p3,p3,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s012,12,4,p5,ISTJ,werewolf,werewolf,113,question|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s013,13,4,p4,ISTJ,thief,thief,133,question,p3|p7,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s014,14,4,p3,ISTJ,villager,villager,127,agree|claim|question,p7,p7,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s015,15,5,p7,ISTJ,seer,seer,120,agree|question,p3|p1|p2,p3,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s016,16,5,p1,ISTJ,villager,villager,121,suspect|rebut|intent,p7|p3,p7,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s017,17,5,p4,ISTJ,thief,thief,105,question|suspect,p1|p7,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s018,18,5,p2,ISTJ,villager,villager,105,question|suspect,p1|p7,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s019,19,6,p7,ISTJ,seer,seer,121,question|suspect,p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s020,20,6,p3,ISTJ,villager,villager,162,agree|question|suspect,p7|p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s021,21,6,p8,ISTJ,werewolf,werewolf,120,question,p1|p2|p4|p5|p7,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s022,22,6,p6,ISTJ,villager,villager,123,agree|question|suspect,p8|p1|p2|p7,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,e-20260830-010837-t002-c01-s023,23,6,p1,ISTJ,villager,villager,163,agree|question|suspect,p7|p3|p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s001,1,1,p4,ISFJ,thief,thief,85,claim|question,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s002,2,1,p2,ISFJ,villager,villager,52,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s003,3,1,p7,ISFJ,seer,seer,64,claim|question,p3,p3,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s004,4,1,p5,ISFJ,werewolf,werewolf,67,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s005,5,1,p8,ISFJ,werewolf,werewolf,64,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s006,6,2,p8,ISFJ,werewolf,werewolf,83,claim|suspect|question|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s007,7,2,p4,ISFJ,thief,thief,77,claim|defend|suspect|question,p1|p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,e-20260830-010837-t002-c02-s008,8,2,p5,ISFJ,werewolf,werewolf,60,claim|suspect|intent,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s001,1,1,p4,INFJ,thief,thief,51,claim|intent,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s002,2,1,p5,INFJ,werewolf,werewolf,72,claim|intent|hypothesis,p8|p1,p8,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s003,3,1,p8,INFJ,werewolf,werewolf,70,claim|intent|hypothesis,p5|p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s004,4,2,p8,INFJ,werewolf,werewolf,79,claim|intent,p1|p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s005,5,2,p3,INFJ,villager,villager,48,question,p8|p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s006,6,2,p4,INFJ,thief,thief,117,claim|intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s007,7,2,p5,INFJ,werewolf,werewolf,165,claim|intent|hypothesis,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s008,8,2,p2,INFJ,villager,villager,119,claim|intent,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s009,9,2,p7,INFJ,seer,seer,88,intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s010,10,3,p7,INFJ,seer,seer,95,claim|intent,p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s011,11,3,p2,INFJ,villager,villager,99,claim|intent,p1|p5|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s012,12,4,p5,INFJ,werewolf,werewolf,78,agree|intent,p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s013,13,4,p4,INFJ,thief,thief,62,agree|intent,p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,e-20260830-010837-t002-c03-s014,14,4,p8,INFJ,werewolf,werewolf,109,agree|intent,p1|p2,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,e-20260830-010837-t002-c04-s001,1,1,p4,INTJ,thief,thief,44,claim|intent,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,e-20260830-010837-t002-c04-s002,2,1,p5,INTJ,werewolf,werewolf,56,intent|hypothesis,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,e-20260830-010837-t002-c04-s003,3,1,p8,INTJ,werewolf,werewolf,53,question|hypothesis,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,e-20260830-010837-t002-c04-s004,4,2,p8,INTJ,werewolf,werewolf,100,claim|question|hypothesis|intent,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,e-20260830-010837-t002-c04-s005,5,2,p5,INTJ,werewolf,werewolf,71,question|hypothesis,p8,p8,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s001,1,1,p4,ISTP,thief,thief,75,claim|hypothesis|suspect,p1|p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s002,2,1,p5,ISTP,werewolf,werewolf,66,claim|intent|suspect,p1|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s003,3,1,p8,ISTP,werewolf,werewolf,92,agree|intent|suspect,p5|p6|p1,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s004,4,2,p8,ISTP,werewolf,werewolf,80,intent|suspect,p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s005,5,2,p4,ISTP,thief,thief,82,intent|claim|suspect,p6|p1,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s006,6,2,p7,ISTP,seer,seer,96,agree|question|suspect,p8|p6|p3,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s007,7,3,p7,ISTP,seer,seer,73,question,p6|p3,p3,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s008,8,4,p5,ISTP,werewolf,werewolf,40,question|suspect,p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s009,9,4,p4,ISTP,thief,thief,83,question,p6|p3,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s010,10,5,p7,ISTP,seer,seer,83,question,p6|p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s011,11,5,p8,ISTP,werewolf,werewolf,64,question,p6|p3,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s012,12,5,p4,ISTP,thief,thief,72,intent,p6,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,e-20260830-010837-t002-c05-s013,13,6,p7,ISTP,seer,seer,64,question,p6|p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s001,1,1,p4,ISFP,thief,thief,61,claim|intent,p1,p1,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s002,2,1,p7,ISFP,seer,seer,70,claim|intent,p3|p4,p3,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s003,3,1,p5,ISFP,werewolf,werewolf,83,claim|intent|question,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s004,4,1,p8,ISFP,werewolf,werewolf,102,agree|claim|question,p5|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s005,5,1,p1,ISFP,villager,villager,78,question|intent,p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s006,6,2,p1,ISFP,villager,villager,80,question,p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s007,7,2,p8,ISFP,werewolf,werewolf,131,rebut|question|hypothesis,p4|p1,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s008,8,2,p4,ISFP,thief,thief,71,agree|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,e-20260830-010837-t002-c06-s009,9,2,p5,ISFP,werewolf,werewolf,103,agree|question|intent,p4,,,,v1
